Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"J.C. Escarra","NYY",32,130,115,27,18,6,1,3,14,14,12,0,24,1,1,0,,1,0,0.234791,0.093661,0.181285,0.51665,0.31313,0.368899,0.301281,0.68203,0.134108,3.9324,0.268603,-0.042452,-0.167228,14.096,-1.24083,93.2131,-0.20968,-0.067356,-1.247964769601822,1.5826439782977104,0.642751,999,,,,,,,128.4,4.0125,128.4,4.0125,,,,,,,,,,,,,,,,,,,"J.C. Escarra","20084",641555
"Carson Benge","NYM",84,364,322,78,51,15,3,9,46,41,34,1,79,5,2,1,,8,2,0.240572,0.0929271,0.216848,0.428536,0.319959,0.384673,0.30927,0.704632,0.144101,5.77853,0.290684,0,0.16482,41.8907,-1.11875,100.746,0.16482,-3.23162,0.4865666925907135,-6.331620454788208,0.64102,999,,,,,,,386.6,4.602380952,386.6,4.602380952,,,,,,,,,,,,,,,,,,,"Carson Benge","sa3025452",701807
"Jordan Beck","COL",134,581,528,133,85,26,4,17,66,65,47,0,161,3,3,1,,17,5,0.252056,0.0801645,0.277219,0.289174,0.314637,0.414613,0.316982,0.72925,0.162557,5.66068,0.328741,0.142201,0.297379,70.5022,1.85261,89.0754,0.43958,0.132249,-7.083146840333939,-6.0927509516477585,0.629643,232.8300018310547,,,,,,,643.1,4.799253731,643.1,4.799253731,,,,,,,,,,,,,,,,,,,"Jordan Beck","31431",687597
"Casey Schmitt","SFG",47,203,185,46,30,9,0,6,22,24,14,0,46,2,2,1,,1,0,0.247597,0.0677428,0.22617,0.299521,0.305187,0.403489,0.307611,0.708677,0.155893,3.30227,0.293851,-0.050539,-0.211636,23.0888,-0.897208,98.7022,-0.262175,-0.702041,-0.5744155645370483,-0.027041256427764893,0.629468,999,,,,,,,205,4.361702127,205,4.361702127,,,,,,,,,,,,,,,,,,,"Casey Schmitt","27577",669477
"George Valera","CLE",84,364,322,75,47,14,1,13,44,41,36,0,103,2,2,1,,2,1,0.231515,0.0995955,0.283215,0.351661,0.31166,0.398983,0.311176,0.710642,0.167468,3.31077,0.296334,-0.0465816,-0.605218,42.4542,-0.555206,100.086,-0.6518,0.0914824,-0.6148357428610325,-5.80851773917675,0.624611,999,,,,,,,381.5,4.541666666,381.5,4.541666666,,,,,,,,,,,,,,,,,,,"George Valera","22541",671655
"Coby Mayo","BAL",34,147,131,30,17,7,1,6,18,19,13,0,41,2,1,0,,1,0,0.232987,0.0890191,0.278107,0.320089,0.309271,0.430863,0.320317,0.740134,0.197876,4.17526,0.289043,0.023835,-0.140738,18.2359,0.866711,106.643,-0.116903,-0.403761,1.0339704975485802,-0.028760552406311035,0.620496,604.3900146484375,,,,,,,166.3,4.89117647,166.3,4.89117647,,,,,,,,,,,,,,,,,,,"Coby Mayo","28312",691723
"JJ Bleday","CIN",78,336,295,68,38,15,1,14,42,43,37,1,76,1,2,0,,2,1,0.229665,0.110139,0.226559,0.486138,0.31678,0.4245,0.321996,0.74128,0.194835,3.31431,0.261271,-0.17343,-0.491246,42.14,2.43899,101.282,-0.664676,-1.56362,-0.15397542715072632,-4.963619112968445,0.620137,745.5599975585938,,,,,,,381.6,4.892307692,381.6,4.892307692,,,,,,,,,,,,,,,,,,,"JJ Bleday","26368",668709
"Edgar Quero","CHW",112,466,414,104,77,18,0,10,45,48,41,0,85,6,4,1,,1,1,0.252114,0.08884,0.181614,0.48917,0.325644,0.365564,0.306711,0.691208,0.11345,1.86127,0.293078,-0.395504,-0.917603,52.6158,-2.3984,95.568,-1.31311,-1.26765,-3.7452322244644165,-4.642646789550781,0.617016,577.5700073242188,,,,,,,454.7,4.059821428,454.7,4.059821428,,,,,,,,,,,,,,,,,,,"Edgar Quero","28022",700337
"Jeremiah Jackson","BAL",60,259,242,59,37,13,1,9,29,32,13,0,59,2,2,0,,4,2,0.244088,0.0484464,0.228814,0.211728,0.284784,0.411179,0.30023,0.695963,0.167091,4.10266,0.285894,-0.027696,-0.325367,27.906,-2.69681,92.8057,-0.353063,-0.891866,-2.5492055416107178,-0.36686593294143677,0.6137,999,,,,,,,263.4,4.39,263.4,4.39,,,,,,,,,,,,,,,,,,,"Jeremiah Jackson","22239",669236
"Drew Millas","WSN",36,141,127,32,22,6,1,2,15,14,11,1,24,1,1,1,,3,1,0.247495,0.0794112,0.168676,0.470792,0.309597,0.366321,0.296079,0.675919,0.118826,5.47062,0.284963,0.0295263,0.121952,14.696,-1.94062,88.429,0.151479,0.0466989,-1.7794581800699234,2.796698920428753,0.610956,999,,,,,,,133,3.694444444,133,3.694444444,,,,,,,,,,,,,,,,,,,"Drew Millas","25643",686452
"Jake Bauers","MIL",73,315,272,59,33,12,1,13,37,38,38,1,96,2,2,0,,8,2,0.215715,0.121053,0.303448,0.398924,0.3157,0.408617,0.316556,0.724317,0.192903,4.86785,0.277042,-0.424876,0.537974,38.115,0.895333,103.191,0.113099,-1.16928,1.3043283596634865,-5.844279527664185,0.607754,999,,,,,,,350.7,4.804109589,350.7,4.804109589,,,,,,,,,,,,,,,,,,,"Jake Bauers","15194",641343
"Alex Call","LAD",32,140,119,28,19,6,0,4,17,16,17,0,26,2,1,1,,2,1,0.239969,0.122752,0.188258,0.65204,0.344067,0.389558,0.325803,0.733625,0.149589,4.17307,0.275923,-0.0422831,-0.200799,17.9911,1.44903,109.28,-0.243082,0.547464,1.2967280894517899,-0.0525355339050293,0.603851,999,,,,,,,150.8,4.7125,150.8,4.7125,,,,,,,,,,,,,,,,,,,"Alex Call","19296",669743
"José Fermín","STL",39,168,144,35,24,8,0,3,20,17,18,0,20,3,1,1,,6,2,0.242445,0.109809,0.119699,0.91737,0.339784,0.364874,0.314636,0.704658,0.12243,4.62653,0.261422,-0.0183762,0.0404222,20.0662,0.215667,103.269,0.022046,-0.143182,0.6729662828147411,-0.39318180084228516,0.600491,999,,,,,,,172.2,4.415384615,172.2,4.415384615,,,,,,,,,,,,,,,,,,,"Jose Fermin","21746",665877
"Kyle Karros","COL",50,217,194,51,35,11,1,3,25,22,19,1,50,3,1,0,,2,0,0.261042,0.0873493,0.228358,0.382509,0.332534,0.381171,0.313804,0.713705,0.12013,4.23228,0.331531,-0.0338948,-0.174843,25.7721,0.131918,86.898,-0.208738,1.44722,-3.5784512758255005,2.2222208976745605,0.5999,999,,,,,,,227.2,4.544,227.2,4.544,,,,,,,,,,,,,,,,,,,"Kyle Karros","33252",691720
"Luke Raley","SEA",75,322,282,63,39,12,1,11,37,38,24,0,98,13,2,1,,5,2,0.222112,0.0735494,0.30408,0.241875,0.308523,0.386694,0.306908,0.695217,0.164582,4.62872,0.295373,-0.193024,-0.150018,36.4398,-1.60696,102.493,-0.343043,-1.08102,0.6030648052692413,-5.8310229778289795,0.599015,999,,,,,,,329.6,4.394666666,329.6,4.394666666,,,,,,,,,,,,,,,,,,,"Luke Raley","19354",670042
"Blake Perkins","MIL",50,217,190,42,29,8,1,4,25,21,23,0,59,1,2,1,,7,2,0.22305,0.104626,0.27269,0.38368,0.307799,0.341642,0.289575,0.649442,0.118593,5.751,0.298257,0.068783,0.181741,21.5033,-4.13688,84.7076,0.250524,1.48911,-3.6825171411037445,2.264111280441284,0.593539,999,,,,,,,191.4,3.828,191.4,3.828,,,,,,,,,,,,,,,,,,,"Blake Perkins","19921",663368
"Miguel Rojas","LAD",37,161,147,38,27,8,0,3,18,16,11,0,22,1,1,1,,2,1,0.255963,0.0668437,0.136203,0.490765,0.311223,0.373758,0.300858,0.684982,0.117795,3.73606,0.28047,-0.041068,-0.00678216,17.4291,-1.59434,92.1918,-0.0478501,1.39044,-1.5377914793789387,1.9654435515403748,0.591792,999,,,,,,,154.2,4.167567567,154.2,4.167567567,,,,,,,,,,,,,,,,,,,"Miguel Rojas","7802",500743
"Ryan Ritter","COL",45,196,174,44,29,9,2,5,24,22,15,0,51,4,1,2,,3,1,0.25289,0.0759841,0.259449,0.292867,0.323371,0.404637,0.318559,0.728008,0.151747,5.65933,0.32776,0.0156708,-0.0407505,24.0348,0.875843,90.1553,-0.0250797,0.740878,-2.312000973150134,1.5408783555030823,0.588281,999,,,,,,,216.8,4.817777777,216.8,4.817777777,,,,,,,,,,,,,,,,,,,"Ryan Ritter","31500",690022
"Kody Clemens","MIN",53,231,210,48,28,9,2,9,28,30,16,0,56,2,1,1,,2,1,0.230686,0.0714142,0.241556,0.295643,0.292136,0.424384,0.308696,0.71652,0.193699,4.98926,0.267446,0.0457538,-0.0975629,26.477,-0.817479,96.4352,-0.0518091,1.10906,-1.022352609783411,-1.2159355878829956,0.584446,693.8099975585938,,,,,,,235.9,4.450943396,235.9,4.450943396,,,,,,,,,,,,,,,,,,,"Kody Clemens","20572",665019
"Mauricio Dubón","ATL",99,427,398,103,74,21,1,7,48,41,21,0,52,2,3,2,,4,1,0.258243,0.0502257,0.122038,0.411557,0.297828,0.366171,0.290305,0.663999,0.107929,3.8318,0.280388,-0.00790628,-0.369339,42.5662,-7.88717,83.9823,-0.377246,-1.39957,-8.483538508415222,-0.024569034576416016,0.583006,999,,,,,,,385,3.888888888,385,3.888888888,,,,,,,,,,,,,,,,,,,"Mauricio Dubon","16530",643289
"Travis d'Arnaud","LAA",58,231,211,46,27,11,1,7,23,25,14,0,65,4,1,0,,0,0,0.215716,0.062238,0.283525,0.219515,0.276082,0.37594,0.284728,0.652021,0.160224,2.79465,0.273786,-0.304458,-0.26574,21.9816,-5.31284,79.5038,-0.570198,0.0680381,-6.15050882101059,4.268037885427475,0.579845,999,,,,,,,204,3.517241379,204,3.517241379,,,,,,,,,,,,,,,,,,,"Travis d'Arnaud","7739",518595
"José Tena","WSN",50,217,198,50,35,10,1,4,23,22,15,0,55,1,1,1,,6,2,0.252632,0.0696367,0.252751,0.275515,0.307609,0.372891,0.298641,0.680499,0.120259,5.11793,0.328697,-0.0233247,0.0132763,23.1007,-2.53957,90.1837,-0.0100484,0.0519209,-2.534689402207732,0.9269208610057831,0.574165,999,,,,,,,208.1,4.162,208.1,4.162,,,,,,,,,,,,,,,,,,,"Jose Tena","23691",677588
"Leo Rivas","SEA",37,161,133,29,22,4,0,2,19,14,23,0,40,2,1,2,,7,2,0.215348,0.14242,0.25091,0.567615,0.334276,0.301413,0.292819,0.635689,0.0860645,5.48849,0.288535,-0.0164404,0.394178,16.3782,-2.64518,92.7874,0.377738,0.282674,-0.9909113645553589,1.0576742887496948,0.573781,999,,,,,,,142.5,3.851351351,142.5,3.851351351,,,,,,,,,,,,,,,,,,,"Leo Rivas","21009",660844
"Graham Pauley","MIA",66,287,256,59,37,13,1,8,32,32,25,0,58,3,2,1,,4,1,0.228685,0.0869416,0.201049,0.432439,0.302736,0.379072,0.299101,0.681808,0.150387,4.64194,0.263584,-0.0881767,-0.0917004,30.6597,-3.25153,89.1379,-0.179877,1.25761,-3.8746512830257416,-0.11738944053649902,0.568501,999,,,,,,,281.8,4.269696969,281.8,4.269696969,,,,,,,,,,,,,,,,,,,"Graham Pauley","31363",688363
"Moisés Ballesteros","CHC",84,361,325,86,60,16,1,9,39,43,29,2,62,3,3,1,,2,1,0.264155,0.0811024,0.171782,0.472123,0.327272,0.400311,0.316811,0.727583,0.136156,2.99553,0.299656,-0.0935349,-0.6677,43.7558,1.10087,104.403,-0.761235,-0.140993,1.1227138042449951,-7.590992495417595,0.567075,656.8499755859375,,,,,,,390.3,4.646428571,390.3,4.646428571,,,,,,,,,,,,,,,,,,,"Moises Ballesteros","28820",694208
"Miguel Andujar","SDP",84,364,339,93,65,17,1,9,39,44,20,1,54,2,2,1,,2,1,0.273982,0.05525,0.147275,0.375149,0.316811,0.41521,0.316932,0.732021,0.141228,3.45009,0.299874,-0.182544,-0.421204,44.1552,1.14577,106.432,-0.603748,-1.04727,2.1713101863861084,-8.747270107269287,0.566239,745.1699829101562,,,,,,,388.4,4.623809523,388.4,4.623809523,,,,,,,,,,,,,,,,,,,"Miguel Andujar","15878",609280
"Jake Fraley","TBR",94,406,362,88,62,16,1,10,45,43,37,1,83,5,2,1,,13,4,0.242724,0.0920123,0.204659,0.449589,0.319721,0.370562,0.304958,0.690284,0.127838,4.44392,0.288203,-0.182542,0.133342,45.303,-2.66906,93.7358,-0.0491997,-0.67545,-3.0467535443603992,-5.425449848175049,0.562888,999,,,,,,,416.4,4.429787234,416.4,4.429787234,,,,,,,,,,,,,,,,,,,"Jake Fraley","19260",641584
"Ben Williamson","TBR",53,231,210,53,38,11,1,2,24,21,16,0,48,3,1,1,,5,1,0.251531,0.0691711,0.207888,0.332733,0.310718,0.346818,0.290994,0.657536,0.0952876,4.71468,0.313626,-0.0368561,0.0153492,23.1568,-4.13763,84.1162,-0.0215069,0.683675,-4.346036529168487,1.858675241470337,0.558962,999,,,,,,,206.9,3.903773584,206.9,3.903773584,,,,,,,,,,,,,,,,,,,"Ben Williamson","33197",810938
"Braxton Fulford","COL",47,186,165,40,25,9,1,5,22,22,14,0,50,4,2,1,,2,1,0.244257,0.0748507,0.266944,0.280399,0.315723,0.404619,0.314774,0.720342,0.160362,4.98548,0.313922,0.0159046,-0.213697,22.189,0.258951,87.5622,-0.197792,0.434992,-2.933785617351532,4.059991657733917,0.555511,999,,,,,,,192.8,4.102127659,192.8,4.102127659,,,,,,,,,,,,,,,,,,,"Braxton Fulford","29704",690924
"Joey Loperfido","HOU",92,399,361,86,55,18,2,12,45,48,27,1,111,7,2,2,,7,3,0.238568,0.0671763,0.278804,0.240944,0.301179,0.392207,0.302131,0.693386,0.153639,4.90168,0.31025,-0.0384798,-0.192032,43.6061,-3.53882,93.246,-0.230512,-0.884869,-3.4067237079143524,-4.909868597984314,0.554159,999,,,,,,,403.9,4.390217391,403.9,4.390217391,,,,,,,,,,,,,,,,,,,"Joey Loperfido","29630",694388
"Liam Hicks","MIA",75,312,267,65,48,12,1,4,30,30,34,0,49,7,3,1,,2,0,0.244343,0.110441,0.156923,0.703789,0.343476,0.343894,0.310332,0.687371,0.099551,3.24807,0.281179,-0.102743,-0.37435,36.1523,-0.689264,96.8318,-0.477093,-1.57814,-1.6479062736034393,-3.3781418800354004,0.552567,745.4600219726562,,,,,,,301.9,4.025333333,301.9,4.025333333,,,,,,,,,,,,,,,,,,,"Liam Hicks","29844",689414
"César Salazar","HOU",42,166,144,30,21,6,0,3,17,17,15,0,34,5,1,1,,1,0,0.208825,0.0900341,0.204927,0.439348,0.303651,0.321634,0.28248,0.625285,0.112809,3.44641,0.247261,-0.0282412,-0.224925,15.5307,-4.13078,79.7087,-0.253166,-0.0132879,-4.232724219560623,3.236712078563869,0.541714,999,,,,,,,131.5,3.13095238,131.5,3.13095238,,,,,,,,,,,,,,,,,,,"Cesar Salazar","21587",663967
"Andrés Chaparro","WSN",60,259,233,56,34,12,1,9,28,32,22,1,62,3,2,0,,1,0,0.239374,0.0831724,0.238095,0.349325,0.308954,0.412632,0.313446,0.721586,0.173258,2.96339,0.284599,-0.106508,-0.234303,30.6851,0.0822645,100.326,-0.340811,1.57343,-0.24073005467653275,-3.1515729427337646,0.534551,999,,,,,,,282.6,4.71,282.6,4.71,,,,,,,,,,,,,,,,,,,"Andres Chaparro","21797",665953
"Rob Refsnyder","SEA",62,266,232,54,34,12,0,8,31,31,28,1,75,4,2,0,,3,1,0.233617,0.105198,0.280261,0.375357,0.323472,0.389803,0.31325,0.713275,0.156186,3.55537,0.304725,-0.150801,-0.221845,31.472,0.0420439,106.861,-0.372647,-0.426784,1.7784552872180939,-5.7267836928367615,0.532737,999,,,,,,,279.3,4.504838709,279.3,4.504838709,,,,,,,,,,,,,,,,,,,"Rob Refsnyder","13770",608701
"Andrew Benintendi","CHW",121,525,473,118,81,20,1,16,58,61,45,2,91,3,4,1,,3,1,0.250644,0.0862329,0.173242,0.49776,0.317221,0.400192,0.312221,0.717413,0.149548,3.09561,0.277227,-0.241937,-0.650486,61.6774,-0.355431,99.3641,-0.892423,-5.0744,-1.2858824133872986,-11.599395751953125,0.530426,999,,,,,,,548.8,4.53553719,548.8,4.53553719,,,,,,,,,,,,,,,,,,,"Andrew Benintendi","17901",643217
"Angel Martínez","CLE",62,266,243,57,38,12,1,6,29,27,17,0,57,3,2,2,,4,1,0.235943,0.0622843,0.212491,0.293115,0.290122,0.370411,0.288811,0.660533,0.134468,4.83784,0.28116,0.186375,-0.132605,26.194,-5.23596,84.6793,0.05377,-0.0369043,-4.749453097581863,0.7630957402288914,0.528846,999,,,,,,,237.9,3.837096774,237.9,3.837096774,,,,,,,,,,,,,,,,,,,"Angel Martinez","26540",682657
"Sam Haggerty","TEX",60,259,231,57,41,11,2,3,32,24,21,1,57,3,2,1,,13,3,0.247489,0.0828041,0.219831,0.376672,0.31724,0.360587,0.298953,0.677827,0.113097,7.15446,0.311362,-0.0370934,1.1454,27.6373,-2.96551,91.8865,1.1083,0.180922,-1.368438482284546,-2.3940775841474533,0.527098,999,,,,,,,248,4.133333333,248,4.133333333,,,,,,,,,,,,,,,,,,,"Sam Haggerty","18054",664059
"Lane Thomas","KCR",96,413,370,86,53,18,2,12,50,47,34,0,107,5,4,1,,14,5,0.231878,0.0827053,0.257911,0.320674,0.302916,0.392357,0.30367,0.695273,0.160479,5.78212,0.287964,0.146603,0.0262982,45.6523,-3.14686,90.7142,0.172901,-2.36941,-4.347118154168129,-4.7944111824035645,0.519058,712.219970703125,,,,,,,417.6,4.35,417.6,4.35,,,,,,,,,,,,,,,,,,,"Lane Thomas","16939",657041
"Jesse Winker",,53,231,195,47,31,8,1,6,26,25,31,1,50,3,1,1,,3,1,0.239214,0.134808,0.216334,0.623147,0.351444,0.38454,0.327137,0.735984,0.145326,4.22114,0.289806,-0.531142,-0.17995,29.9354,2.64101,109.434,-0.711092,-0.137532,1.8645734786987305,-4.612532123923302,0.518732,999,,,,,,,258.4,4.875471698,258.4,4.875471698,,,,,,,,,,,,,,,,,,,"Jesse Winker","13590",608385
"Thomas Saggese","STL",45,196,180,45,31,9,1,4,21,21,12,0,49,2,1,0,,2,1,0.249302,0.059904,0.251657,0.238039,0.301542,0.374602,0.296217,0.676144,0.125299,4.07373,0.318321,0.0203223,-0.223887,20.4794,-2.67949,90.6514,-0.203565,0.698966,-2.375258356332779,0.8989659249782562,0.516133,999,,,,,,,184.4,4.097777777,184.4,4.097777777,,,,,,,,,,,,,,,,,,,"Thomas Saggese","27883",695336
"Noelvi Marte","CIN",125,539,494,125,83,23,2,17,65,66,34,1,119,6,4,1,,15,5,0.252992,0.0634159,0.220748,0.287277,0.306438,0.411035,0.310992,0.717473,0.158043,5.27399,0.298469,0.146216,0.00520933,62.7843,-0.902704,93.7448,0.151426,-3.27245,-3.8445688039064407,-9.047446489334106,0.515721,136.89999389648438,,,,,,,578.4,4.6272,578.4,4.6272,,,,,,,,,,,,,,,,,,,"Noelvi Marte","26517",682622
"Darell Hernaiz","ATH",37,161,145,38,28,8,1,2,18,16,13,0,23,1,1,1,,3,1,0.262411,0.0783098,0.143139,0.54709,0.323621,0.36879,0.305465,0.692411,0.106378,4.7016,0.296611,-0.0365319,-0.0674823,18.0312,-0.992174,92.1477,-0.104014,0.217524,-1.5940526500344276,1.0925240367650986,0.515638,999,,,,,,,160.4,4.335135135,160.4,4.335135135,,,,,,,,,,,,,,,,,,,"Darell Hernaiz","26224",687231
"Amed Rosario","NYY",52,224,211,55,40,10,2,4,24,25,9,0,39,2,1,0,,4,1,0.261541,0.0407839,0.17629,0.231345,0.296234,0.380323,0.294322,0.676557,0.118781,5.27888,0.302587,0.406369,0.073313,23.0604,-3.40697,88.4193,0.479682,-0.374737,-2.577745109796524,-0.12473714351654053,0.512303,999,,,,,,,212.8,4.092307692,212.8,4.092307692,,,,,,,,,,,,,,,,,,,"Amed Rosario","15518",642708
"Andy Ibáñez","ATH",53,231,210,52,34,11,1,5,25,26,16,0,45,3,1,0,,3,1,0.244897,0.0701113,0.192685,0.363865,0.304832,0.382604,0.301191,0.687436,0.137708,4.27352,0.284841,-0.253993,-0.176021,25.0694,-2.22506,89.2038,-0.430015,0.332124,-3.3694071173667908,0.40712428092956543,0.510372,999,,,,,,,225.7,4.258490566,225.7,4.258490566,,,,,,,,,,,,,,,,,,,"Andy Ibanez","18819",628451
"Javier Sanoja","MIA",47,203,187,48,33,10,2,3,21,21,12,0,21,1,2,1,,5,3,0.257746,0.0612,0.103868,0.589209,0.30556,0.37957,0.298993,0.68513,0.121824,5.2642,0.274937,0.0764541,-0.417437,21.6684,-2.31761,89.0642,-0.340983,0.359233,-2.972113013267517,1.1842329800128937,0.508082,999,,,,,,,190.5,4.053191489,190.5,4.053191489,,,,,,,,,,,,,,,,,,,"Javier Sanoja","28253",691594
"Austin Wynns","ATH",42,166,152,35,24,7,0,4,16,19,11,0,46,1,1,1,,1,0,0.232857,0.0685828,0.274837,0.24954,0.290604,0.363353,0.287142,0.653958,0.130496,2.62372,0.303726,-0.0916287,-0.188176,16.1606,-3.50087,79.5258,-0.279805,0.734759,-4.2952403128147125,3.9847591519355774,0.505233,999,,,,,,,139.8,3.328571428,139.8,3.328571428,,,,,,,,,,,,,,,,,,,"Austin Wynns","15271",642851
"Michael Massey","KCR",58,252,234,58,39,12,1,7,26,28,12,0,47,3,2,1,,2,1,0.248827,0.0491401,0.186314,0.263748,0.291261,0.392553,0.296342,0.683814,0.143726,3.29615,0.281373,0.0173289,-0.35198,26.3563,-3.41946,85.6661,-0.334651,0.260442,-4.591972321271896,0.760441780090332,0.495387,999,,,,,,,243.1,4.19137931,243.1,4.19137931,,,,,,,,,,,,,,,,,,,"Michael Massey","27684",686681
"Javier Báez","DET",91,392,369,88,59,16,2,10,42,46,15,0,93,5,3,1,,6,1,0.237468,0.0375072,0.236664,0.158483,0.273519,0.375844,0.281333,0.649363,0.138376,4.93203,0.287557,0.219558,0.131043,36.2217,-10.0961,78.0927,0.350601,-1.28492,-9.770952969789505,1.0650802850723267,0.489681,745.5,,,,,,,344.2,3.782417582,344.2,3.782417582,,,,,,,,,,,,,,,,,,,"Javier Baez","12979",595879
"Esteury Ruiz","MIA",26,112,99,24,16,5,1,2,15,12,9,0,25,3,1,1,,10,2,0.245713,0.0837602,0.222958,0.375678,0.32546,0.385893,0.314059,0.711353,0.140181,7.61232,0.303318,-0.013379,0.806732,13.3249,0.0912454,99.3843,0.793353,0.243358,0.7116236984729767,0.3433583676815033,0.489182,745.510009765625,,,,,,,123.8,4.761538461,123.8,4.761538461,,,,,,,,,,,,,,,,,,,"Esteury Ruiz","21780",665923
"Jordan Walker","STL",125,539,488,117,76,24,1,15,55,59,41,1,141,6,3,1,,10,3,0.238609,0.0752925,0.261791,0.287605,0.302625,0.386256,0.301084,0.688881,0.147647,4.29057,0.302202,0.108129,-0.177187,58.4484,-5.23856,93.9857,-0.069058,-3.20633,-3.911181278526783,-9.281325578689575,0.484977,352.44000244140625,,,,,,,535.1,4.2808,535.1,4.2808,,,,,,,,,,,,,,,,,,,"Jordan Walker","27475",691023
"Alan Roden","MIN",37,161,142,36,25,8,1,3,20,17,14,0,28,4,1,0,,2,1,0.257235,0.088279,0.172177,0.512723,0.338369,0.384197,0.319402,0.722567,0.126962,4.80756,0.298427,-0.00750847,-0.0741054,19.8531,0.829692,103.81,-0.0816138,0.400871,0.6413966342806816,-1.5241291522979736,0.476636,999,,,,,,,171.7,4.64054054,171.7,4.64054054,,,,,,,,,,,,,,,,,,,"Alan Roden","31564",702176
"Johnathan Rodríguez","CLE",42,182,164,41,27,7,1,6,20,22,16,0,52,1,1,0,,1,1,0.249629,0.0875375,0.28606,0.306011,0.319291,0.414959,0.319574,0.734251,0.16533,3.34126,0.325731,-0.0414829,-0.32458,22.4679,0.963238,105.871,-0.366063,-0.291949,0.8932597637176514,-2.541949450969696,0.472219,999,,,,,,,198.1,4.716666666,198.1,4.716666666,,,,,,,,,,,,,,,,,,,"Johnathan Rodriguez","22530",671286
"Rafael Marchán","PHI",32,128,113,26,18,5,0,2,13,13,11,0,21,2,1,1,,0,0,0.231377,0.0847872,0.163534,0.518469,0.307377,0.343901,0.290133,0.651278,0.112524,2.69542,0.261861,-0.0736243,-0.16506,12.742,-2.38214,82.7252,-0.238685,0.909451,-2.859387367963791,3.409450650215149,0.459659,999,,,,,,,104.9,3.278125,104.9,3.278125,,,,,,,,,,,,,,,,,,,"Rafael Marchan","21646",665561
"Will Benson","CIN",50,217,190,43,25,8,2,8,27,26,23,0,66,2,2,1,,5,2,0.224978,0.105948,0.304836,0.347556,0.312069,0.412307,0.315202,0.724375,0.187328,5.9597,0.295808,-0.208594,0.0235438,26.0185,0.378236,96.6285,-0.18505,0.246213,-1.0521646738052368,-1.678786814212799,0.459249,999,,,,,,,239.5,4.79,239.5,4.79,,,,,,,,,,,,,,,,,,,"Will Benson","21853",666181
"Gary Sánchez","MIL",36,144,128,28,16,5,0,7,16,20,12,0,39,3,1,0,,0,0,0.221873,0.08075,0.272071,0.296797,0.300112,0.423978,0.314543,0.72409,0.202105,2.16476,0.25958,-0.133463,-0.188872,17.1648,0.173744,101.812,-0.322336,-0.986165,-0.013512909412384033,0.26383519172668457,0.456378,999,,,,,,,154.1,4.280555555,154.1,4.280555555,,,,,,,,,,,,,,,,,,,"Gary Sanchez","11442",596142
"Christian Vázquez","HOU",36,141,129,29,21,5,0,2,13,13,9,0,27,1,1,1,,1,0,0.226511,0.0642102,0.190829,0.33648,0.281046,0.326442,0.26913,0.607488,0.0999311,2.92388,0.265474,-0.217181,-0.212273,11.6153,-5.0213,69.587,-0.429454,1.27655,-5.490579456090927,4.026545405387878,0.45301,999,,,,,,,98.6,2.738888888,98.6,2.738888888,,,,,,,,,,,,,,,,,,,"Christian Vazquez","9774",543877
"Brett Harris","ATH",36,154,135,32,22,6,0,4,17,17,14,0,32,3,1,1,,2,1,0.235339,0.0908151,0.205506,0.441909,0.31672,0.363567,0.30213,0.680287,0.128228,3.97338,0.279083,-0.0451451,-0.14617,16.8302,-1.36604,89.8502,-0.191315,0.806058,-2.033572271466255,0.9060579836368561,0.426941,999,,,,,,,151.2,4.2,151.2,4.2,,,,,,,,,,,,,,,,,,,"Brett Harris","29788",695391
"Jonny DeLuca","TBR",68,294,267,62,41,11,3,8,32,31,21,1,61,4,2,1,,9,2,0.231887,0.0710385,0.20753,0.342304,0.29585,0.379403,0.294936,0.675253,0.147516,6.27359,0.27167,0.0386226,0.478096,30.4132,-4.32512,86.8317,0.516719,-0.731982,-4.046273410320282,-1.9819823503494263,0.418535,999,,,,,,,290.9,4.277941176,290.9,4.277941176,,,,,,,,,,,,,,,,,,,"Jonny DeLuca","26365",676356
"James Outman","MIN",44,189,165,36,21,7,1,6,24,20,19,0,64,3,1,0,,4,1,0.216337,0.101856,0.337382,0.301903,0.307012,0.389021,0.305158,0.696033,0.172684,5.61411,0.3041,0.0191394,0.171806,21.1201,-1.21175,93.9981,0.190945,-0.0824643,-1.1460352540016174,-1.307464323937893,0.414527,999,,,,,,,189.8,4.313636363,189.8,4.313636363,,,,,,,,,,,,,,,,,,,"James Outman","24770",681546
